Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class,attackType,attackID,attackDescription,numBytes
2017-03-16 06:42:35.295,0.09,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51786.0,7,    1727,1,.AP.SF,0,normal,---,---,---,1727.0
2017-03-16 06:42:35.295,0.09,TCP  ,OPENSTACK_NET,51786,EXT_SERVER,8000.0,6,     579,1,.AP.SF,0,normal,---,---,---,579.0
2017-03-16 06:46:04.833,0.0,TCP  ,10614_245,37417,EXT_SERVER,23.0,1,      46,1,....S.,0,suspicious,---,---,---,46.0
2017-03-16 06:46:04.833,0.0,TCP  ,EXT_SERVER,23,10614_245,37417.0,1,      40,1,.A.R..,0,suspicious,---,---,---,40.0
2017-03-16 06:42:13.447,60.016,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,52977.0,7,     561,1,.AP.SF,0,normal,---,---,---,561.0
2017-03-16 06:42:13.447,60.016,TCP  ,OPENSTACK_NET,52977,EXT_SERVER,8000.0,6,     589,1,.AP.SF,0,normal,---,---,---,589.0
2017-03-16 06:43:13.554,0.088,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,52994.0,7,    1727,1,.AP.SF,0,normal,---,---,---,1727.0
2017-03-16 06:43:13.554,0.088,TCP  ,OPENSTACK_NET,52994,EXT_SERVER,8000.0,6,     579,1,.AP.SF,0,normal,---,---,---,579.0
2017-03-16 06:46:41.667,0.0,TCP  ,10807_6,58022,EXT_SERVER,9200.0,1,      46,1,....S.,0,suspicious,---,---,---,46.0
2017-03-16 06:46:41.667,0.0,TCP  ,EXT_SERVER,9200,10807_6,58022.0,1,      40,1,.A.R..,0,suspicious,---,---,---,40.0
2017-03-16 06:47:07.489,0.486,TCP  ,EXT_SERVER,3388,10414_233,57935.0,1,      40,1,.A.R..,0,suspicious,---,---,---,40.0
2017-03-16 06:47:07.489,0.486,TCP  ,10414_233,57935,EXT_SERVER,3388.0,2,      92,1,...RS.,0,suspicious,---,---,---,92.0
2017-03-16 06:44:35.169,0.056,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51817.0,7,     556,1,.AP.SF,0,normal,---,---,---,556.0
2017-03-16 06:44:35.169,0.056,TCP  ,OPENSTACK_NET,51817,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---,515.0
2017-03-16 06:44:35.169,0.076,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51818.0,7,     702,1,.AP.SF,0,normal,---,---,---,702.0
2017-03-16 06:44:35.169,0.076,TCP  ,OPENSTACK_NET,51818,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---,586.0
2017-03-16 06:44:36.217,0.053,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51821.0,7,     639,1,.AP.SF,0,normal,---,---,---,639.0
2017-03-16 06:44:36.217,0.053,TCP  ,OPENSTACK_NET,51821,EXT_SERVER,8000.0,6,     614,1,.AP.SF,0,normal,---,---,---,614.0
2017-03-16 05:49:16.189,30.998,TCP  ,EXT_SERVER,22,12142_170,52352.0,6,     264,1,.A..S.,0,suspicious,---,---,---,264.0
2017-03-16 05:49:16.189,30.998,TCP  ,12142_170,52352,EXT_SERVER,22.0,1,      46,1,....S.,0,suspicious,---,---,---,46.0
2017-03-16 06:45:13.399,0.056,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,53027.0,7,     556,1,.AP.SF,0,normal,---,---,---,556.0
2017-03-16 06:45:13.399,0.056,TCP  ,OPENSTACK_NET,53027,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---,515.0
2017-03-16 06:45:13.445,0.063,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,53028.0,7,     702,1,.AP.SF,0,normal,---,---,---,702.0
2017-03-16 06:45:13.445,0.063,TCP  ,OPENSTACK_NET,53028,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---,586.0
2017-03-16 06:45:13.455,1.285,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,53029.0,7,     639,1,.AP.SF,0,normal,---,---,---,639.0
2017-03-16 06:45:13.455,1.285,TCP  ,OPENSTACK_NET,53029,EXT_SERVER,8000.0,6,     614,1,.AP.SF,0,normal,---,---,---,614.0
2017-03-16 06:48:25.655,0.0,TCP  ,12143_193,56114,EXT_SERVER,23.0,1,      46,1,....S.,0,suspicious,---,---,---,46.0
2017-03-16 06:48:25.655,0.0,TCP  ,EXT_SERVER,23,12143_193,56114.0,1,      40,1,.A.R..,0,suspicious,---,---,---,40.0
2017-03-16 06:48:34.830,10.034,TCP  ,10008_98,38627,EXT_SERVER,22.0,18,    2313,1,.APRSF,0,suspicious,---,---,---,2313.0
2017-03-16 06:48:34.830,10.034,TCP  ,EXT_SERVER,22,10008_98,38627.0,20,    3249,1,.AP.SF,0,suspicious,---,---,---,3249.0
2017-03-16 06:48:44.544,9.554,TCP  ,10008_98,48607,EXT_SERVER,22.0,17,    2261,1,.APRSF,0,suspicious,---,---,---,2261.0
2017-03-16 06:48:44.544,9.554,TCP  ,EXT_SERVER,22,10008_98,48607.0,20,    3249,1,.AP.SF,0,suspicious,---,---,---,3249.0
2017-03-16 06:48:54.818,0.0,TCP  ,12144_178,29844,EXT_SERVER,23.0,1,      46,1,....S.,0,suspicious,---,---,---,46.0
2017-03-16 06:48:54.818,0.0,TCP  ,EXT_SERVER,23,12144_178,29844.0,1,      40,1,.A.R..,0,suspicious,---,---,---,40.0
2017-03-16 06:49:12.193,9.744,TCP  ,10008_98,46258,EXT_SERVER,22.0,17,    2261,1,.APRSF,0,suspicious,---,---,---,2261.0
2017-03-16 06:49:12.193,9.744,TCP  ,EXT_SERVER,22,10008_98,46258.0,20,    3249,1,.AP.SF,0,suspicious,---,---,---,3249.0
2017-03-16 06:46:28.871,0.016,UDP  ,10014_199,123,EXT_SERVER,38861.0,1,      76,1,......,0,suspicious,---,---,---,76.0
2017-03-16 06:46:28.871,0.016,UDP  ,EXT_SERVER,38861,10014_199,123.0,1,      76,1,......,0,suspicious,---,---,---,76.0
2017-03-16 06:46:56.666,8.946,TCP  ,10008_98,36677,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2267.0
2017-03-16 06:46:56.666,8.946,TCP  ,EXT_SERVER,22,10008_98,36677.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:47:05.312,8.999,TCP  ,10008_98,46004,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2267.0
2017-03-16 06:47:05.312,8.999,TCP  ,EXT_SERVER,22,10008_98,46004.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:47:14.003,8.308,TCP  ,10008_98,53106,EXT_SERVER,22.0,15,    2163,1,.AP.SF,0,suspicious,---,---,---,2163.0
2017-03-16 06:47:14.003,8.308,TCP  ,EXT_SERVER,22,10008_98,53106.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:47:22.002,9.395,TCP  ,10008_98,59143,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2267.0
2017-03-16 06:47:22.002,9.395,TCP  ,EXT_SERVER,22,10008_98,59143.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:47:35.173,0.082,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51868.0,7,     561,1,.AP.SF,0,normal,---,---,---,561.0
2017-03-16 06:47:35.173,0.082,TCP  ,OPENSTACK_NET,51868,EXT_SERVER,8000.0,6,     589,1,.AP.SF,0,normal,---,---,---,589.0
2017-03-16 06:47:35.173,0.055,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51869.0,7,     556,1,.AP.SF,0,normal,---,---,---,556.0
2017-03-16 06:47:35.173,0.055,TCP  ,OPENSTACK_NET,51869,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---,515.0
2017-03-16 06:47:35.173,0.088,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51870.0,7,     702,1,.AP.SF,0,normal,---,---,---,702.0
2017-03-16 06:47:35.173,0.088,TCP  ,OPENSTACK_NET,51870,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---,586.0
2017-03-16 06:47:36.189,0.076,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51871.0,7,    1727,1,.AP.SF,0,normal,---,---,---,1727.0
2017-03-16 06:47:36.189,0.076,TCP  ,OPENSTACK_NET,51871,EXT_SERVER,8000.0,6,     579,1,.AP.SF,0,normal,---,---,---,579.0
2017-03-16 06:47:31.081,8.928,TCP  ,10008_98,39408,EXT_SERVER,22.0,21,    2475,1,.AP.SF,0,suspicious,---,---,---,2475.0
2017-03-16 06:47:31.081,8.928,TCP  ,EXT_SERVER,22,10008_98,39408.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:47:39.702,8.943,TCP  ,10008_98,46610,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2267.0
2017-03-16 06:47:39.702,8.943,TCP  ,EXT_SERVER,22,10008_98,46610.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:50:49.384,0.132,TCP  ,12145_101,35474,EXT_SERVER,22.0,2,      92,1,...RS.,0,suspicious,---,---,---,92.0
2017-03-16 06:50:49.384,0.132,TCP  ,EXT_SERVER,22,12145_101,35474.0,1,      44,1,.A..S.,0,suspicious,---,---,---,44.0
2017-03-16 06:47:48.326,9.2,TCP  ,10008_98,53623,EXT_SERVER,22.0,15,    2163,1,.AP.SF,0,suspicious,---,---,---,2163.0
2017-03-16 06:47:48.326,9.2,TCP  ,EXT_SERVER,22,10008_98,53623.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:47:57.207,9.461,TCP  ,10008_98,60444,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2267.0
2017-03-16 06:47:57.207,9.461,TCP  ,EXT_SERVER,22,10008_98,60444.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:48:13.400,0.055,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,53078.0,7,     556,1,.AP.SF,0,normal,---,---,---,556.0
2017-03-16 06:48:13.400,0.055,TCP  ,OPENSTACK_NET,53078,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---,515.0
2017-03-16 06:48:13.400,0.076,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,53079.0,7,     561,1,.AP.SF,0,normal,---,---,---,561.0
2017-03-16 06:48:13.400,0.076,TCP  ,OPENSTACK_NET,53079,EXT_SERVER,8000.0,6,     589,1,.AP.SF,0,normal,---,---,---,589.0
2017-03-16 06:48:13.445,0.057,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,53080.0,7,     702,1,.AP.SF,0,normal,---,---,---,702.0
2017-03-16 06:48:13.445,0.057,TCP  ,OPENSTACK_NET,53080,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---,586.0
2017-03-16 06:48:13.456,1.126,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,53081.0,7,    1727,1,.AP.SF,0,normal,---,---,---,1727.0
2017-03-16 06:48:13.456,1.126,TCP  ,OPENSTACK_NET,53081,EXT_SERVER,8000.0,6,     579,1,.AP.SF,0,normal,---,---,---,579.0
2017-03-16 06:48:06.349,9.353,TCP  ,10008_98,40434,EXT_SERVER,22.0,18,    2319,1,.AP.SF,0,suspicious,---,---,---,2319.0
2017-03-16 06:48:06.349,9.353,TCP  ,EXT_SERVER,22,10008_98,40434.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:48:15.391,10.118,TCP  ,10008_98,46886,EXT_SERVER,22.0,19,    2371,1,.AP.SF,0,suspicious,---,---,---,2371.0
2017-03-16 06:48:15.391,10.118,TCP  ,EXT_SERVER,22,10008_98,46886.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:48:25.204,9.944,TCP  ,10008_98,57376,EXT_SERVER,22.0,20,    2423,1,.AP.SF,0,suspicious,---,---,---,2423.0
2017-03-16 06:48:25.204,9.944,TCP  ,EXT_SERVER,22,10008_98,57376.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:51:39.307,0.0,TCP  ,EXT_SERVER,23,12146_5,19303.0,1,      40,1,.A.R..,0,suspicious,---,---,---,40.0
2017-03-16 06:51:39.307,0.0,TCP  ,12146_5,19303,EXT_SERVER,23.0,1,      46,1,....S.,0,suspicious,---,---,---,46.0
2017-03-16 06:48:53.794,9.638,TCP  ,10008_98,57723,EXT_SERVER,22.0,15,    2163,1,.AP.SF,0,suspicious,---,---,---,2163.0
2017-03-16 06:48:53.794,9.638,TCP  ,EXT_SERVER,22,10008_98,57723.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:49:03.114,9.393,TCP  ,10008_98,38141,EXT_SERVER,22.0,19,    2371,1,.AP.SF,0,suspicious,---,---,---,2371.0
2017-03-16 06:49:03.114,9.393,TCP  ,EXT_SERVER,22,10008_98,38141.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:49:21.617,10.494,TCP  ,10008_98,57375,EXT_SERVER,22.0,17,    2283,1,.AP.SF,0,suspicious,---,---,---,2283.0
2017-03-16 06:49:21.617,10.494,TCP  ,EXT_SERVER,22,10008_98,57375.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:49:31.790,10.481,TCP  ,10008_98,39392,EXT_SERVER,22.0,18,    2319,1,.AP.SF,0,suspicious,---,---,---,2319.0
2017-03-16 06:49:31.790,10.481,TCP  ,EXT_SERVER,22,10008_98,39392.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:49:41.959,9.755,TCP  ,10008_98,48852,EXT_SERVER,22.0,16,    2231,1,.AP.SF,0,suspicious,---,---,---,2231.0
2017-03-16 06:49:41.959,9.755,TCP  ,EXT_SERVER,22,10008_98,48852.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:49:51.399,9.946,TCP  ,10008_98,54984,EXT_SERVER,22.0,20,    2423,1,.AP.SF,0,suspicious,---,---,---,2423.0
2017-03-16 06:49:51.399,9.946,TCP  ,EXT_SERVER,22,10008_98,54984.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:53:04.838,0.0,TCP  ,12147_3,4873,EXT_SERVER,7547.0,1,      46,1,....S.,0,suspicious,---,---,---,46.0
2017-03-16 06:53:04.838,0.0,TCP  ,EXT_SERVER,7547,12147_3,4873.0,1,      40,1,.A.R..,0,suspicious,---,---,---,40.0
2017-03-16 06:50:01.037,9.92,TCP  ,10008_98,34998,EXT_SERVER,22.0,17,    2283,1,.AP.SF,0,suspicious,---,---,---,2283.0
2017-03-16 06:50:01.037,9.92,TCP  ,EXT_SERVER,22,10008_98,34998.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:50:10.638,9.751,TCP  ,10008_98,45009,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2267.0
2017-03-16 06:50:10.638,9.751,TCP  ,EXT_SERVER,22,10008_98,45009.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:50:20.094,10.404,TCP  ,10008_98,53972,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2267.0
2017-03-16 06:50:20.094,10.404,TCP  ,EXT_SERVER,22,10008_98,53972.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:50:35.170,0.072,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51920.0,7,     702,1,.AP.SF,0,normal,---,---,---,702.0
2017-03-16 06:50:35.170,0.072,TCP  ,OPENSTACK_NET,51920,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---,586.0
2017-03-16 06:50:35.170,0.057,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51921.0,7,     556,1,.AP.SF,0,normal,---,---,---,556.0
2017-03-16 06:50:35.170,0.057,TCP  ,OPENSTACK_NET,51921,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---,515.0
2017-03-16 06:50:36.215,0.05,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51922.0,7,     639,1,.AP.SF,0,normal,---,---,---,639.0
2017-03-16 06:50:36.215,0.05,TCP  ,OPENSTACK_NET,51922,EXT_SERVER,8000.0,6,     614,1,.AP.SF,0,normal,---,---,---,614.0
2017-03-16 06:50:49.526,14.339,TCP  ,12145_101,36206,EXT_SERVER,22.0,17,    1988,1,.AP.SF,0,suspicious,---,---,---,1988.0
2017-03-16 06:50:49.526,14.339,TCP  ,EXT_SERVER,22,12145_101,36206.0,23,    3545,1,.AP.SF,0,suspicious,---,---,---,3545.0
2017-03-16 06:51:13.398,0.047,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,53128.0,7,     556,1,.AP.SF,0,normal,---,---,---,556.0
2017-03-16 06:51:13.398,0.047,TCP  ,OPENSTACK_NET,53128,EXT_SERVER,8000.0,5,     469,1,.AP.SF,0,normal,---,---,---,469.0
2017-03-16 06:51:13.444,0.06,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,53129.0,7,     702,1,.AP.SF,0,normal,---,---,---,702.0
2017-03-16 06:51:13.444,0.06,TCP  ,OPENSTACK_NET,53129,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---,586.0
2017-03-16 06:51:13.446,1.035,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,53130.0,7,     639,1,.AP.SF,0,normal,---,---,---,639.0
2017-03-16 06:51:13.446,1.035,TCP  ,OPENSTACK_NET,53130,EXT_SERVER,8000.0,6,     614,1,.AP.SF,0,normal,---,---,---,614.0
2017-03-16 06:51:19.913,9.356,TCP  ,EXT_SERVER,22,10012_211,41693.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:51:19.913,9.356,TCP  ,10012_211,41693,EXT_SERVER,22.0,18,    2319,1,.AP.SF,0,suspicious,---,---,---,2319.0
2017-03-16 06:51:28.970,9.595,TCP  ,EXT_SERVER,22,10012_211,49704.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:51:28.970,9.595,TCP  ,10012_211,49704,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2267.0
2017-03-16 06:51:38.239,11.285,TCP  ,EXT_SERVER,22,10012_211,55566.0,20,    3245,1,.AP.SF,0,suspicious,---,---,---,3245.0
2017-03-16 06:51:38.239,11.285,TCP  ,10012_211,55566,EXT_SERVER,22.0,21,    2483,1,.AP.SF,0,suspicious,---,---,---,2483.0
2017-03-16 06:54:55.363,0.001,TCP  ,12148_159,33271,EXT_SERVER,23.0,1,      46,1,....S.,0,suspicious,---,---,---,46.0
2017-03-16 06:54:55.363,0.001,TCP  ,EXT_SERVER,23,12148_159,33271.0,1,      40,1,.A.R..,0,suspicious,---,---,---,40.0
2017-03-16 06:51:49.223,10.079,TCP  ,EXT_SERVER,22,10012_211,39555.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:51:49.223,10.079,TCP  ,10012_211,39555,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2267.0
2017-03-16 06:55:05.672,0.0,TCP  ,12149_125,20867,EXT_SERVER,23.0,1,      46,1,....S.,0,suspicious,---,---,---,46.0
2017-03-16 06:55:05.672,0.0,TCP  ,EXT_SERVER,23,12149_125,20867.0,1,      40,1,.A.R..,0,suspicious,---,---,---,40.0
2017-03-16 06:51:59.006,9.446,TCP  ,EXT_SERVER,22,10012_211,46872.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:51:59.006,9.446,TCP  ,10012_211,46872,EXT_SERVER,22.0,19,    2371,1,.AP.SF,0,suspicious,---,---,---,2371.0
2017-03-16 06:52:08.146,9.356,TCP  ,EXT_SERVER,22,10012_211,50791.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:52:08.146,9.356,TCP  ,10012_211,50791,EXT_SERVER,22.0,18,    2319,1,.AP.SF,0,suspicious,---,---,---,2319.0
2017-03-16 06:52:17.164,8.087,TCP  ,EXT_SERVER,22,10012_211,56666.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:52:17.164,8.087,TCP  ,10012_211,56666,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2267.0
2017-03-16 06:52:24.955,9.871,TCP  ,EXT_SERVER,22,10012_211,57672.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:52:24.955,9.871,TCP  ,10012_211,57672,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2267.0
2017-03-16 06:52:35.169,0.072,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51955.0,7,     561,1,.AP.SF,0,normal,---,---,---,561.0
2017-03-16 06:52:35.169,0.072,TCP  ,OPENSTACK_NET,51955,EXT_SERVER,8000.0,6,     589,1,.AP.SF,0,normal,---,---,---,589.0
2017-03-16 06:52:35.295,0.079,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51956.0,7,    1727,1,.AP.SF,0,normal,---,---,---,1727.0
2017-03-16 06:52:35.295,0.079,TCP  ,OPENSTACK_NET,51956,EXT_SERVER,8000.0,6,     579,1,.AP.SF,0,normal,---,---,---,579.0
2017-03-16 06:52:34.515,11.039,TCP  ,EXT_SERVER,22,10012_211,33733.0,21,    4149,1,.AP.SF,0,suspicious,---,---,---,4149.0
2017-03-16 06:52:34.515,11.039,TCP  ,10012_211,33733,EXT_SERVER,22.0,19,    2659,1,.AP.SF,0,suspicious,---,---,---,2659.0
2017-03-16 06:52:45.228,9.806,TCP  ,EXT_SERVER,22,10012_211,43926.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:52:45.228,9.806,TCP  ,10012_211,43926,EXT_SERVER,22.0,15,    2163,1,.AP.SF,0,suspicious,---,---,---,2163.0
2017-03-16 06:52:54.721,8.785,TCP  ,EXT_SERVER,22,10012_211,48666.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:52:54.721,8.785,TCP  ,10012_211,48666,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2267.0
2017-03-16 06:53:03.193,9.007,TCP  ,EXT_SERVER,22,10012_211,51689.0,20,    3249,1,.AP.SF,0,suspicious,---,---,---,3249.0
2017-03-16 06:53:03.193,9.007,TCP  ,10012_211,51689,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2267.0
2017-03-16 06:53:13.399,0.069,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,53163.0,7,     561,1,.AP.SF,0,normal,---,---,---,561.0
2017-03-16 06:53:13.399,0.069,TCP  ,OPENSTACK_NET,53163,EXT_SERVER,8000.0,6,     589,1,.AP.SF,0,normal,---,---,---,589.0
2017-03-16 06:53:13.554,0.07,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,53164.0,7,    1727,1,.AP.SF,0,normal,---,---,---,1727.0
2017-03-16 06:53:13.554,0.07,TCP  ,OPENSTACK_NET,53164,EXT_SERVER,8000.0,6,     579,1,.AP.SF,0,normal,---,---,---,579.0
2017-03-16 06:53:19.292,0.0,UDP  ,10025_123,5071,EXT_SERVER,5060.0,1,     435,1,......,0,suspicious,---,---,---,435.0
2017-03-16 06:53:19.292,0.0,ICMP ,EXT_SERVER,0,10025_123,3.3,1,     463,1,......,0,suspicious,---,---,---,463.0
2017-03-16 06:53:11.871,9.17,TCP  ,EXT_SERVER,22,10012_211,54725.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:53:11.871,9.17,TCP  ,10012_211,54725,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2267.0
2017-03-16 06:53:18.378,10.018,TCP  ,EXT_SERVER,22,10054_208,46481.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:53:18.378,10.018,TCP  ,10054_208,46481,EXT_SERVER,22.0,19,    2371,1,.AP.SF,0,suspicious,---,---,---,2371.0
2017-03-16 06:53:20.711,8.637,TCP  ,EXT_SERVER,22,10012_211,55524.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:53:20.711,8.637,TCP  ,10012_211,55524,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2267.0
2017-03-16 06:53:35.169,0.083,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51973.0,7,     702,1,.AP.SF,0,normal,---,---,---,702.0
2017-03-16 06:53:35.169,0.083,TCP  ,OPENSTACK_NET,51973,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---,586.0
2017-03-16 06:53:35.169,0.054,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,51974.0,7,     556,1,.AP.SF,0,normal,---,---,---,556.0
2017-03-16 06:53:35.169,0.054,TCP  ,OPENSTACK_NET,51974,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---,515.0
2017-03-16 06:53:28.058,8.607,TCP  ,EXT_SERVER,22,10054_208,57886.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:53:28.058,8.607,TCP  ,10054_208,57886,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2267.0
2017-03-16 06:53:29.054,9.028,TCP  ,EXT_SERVER,22,10012_211,56749.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:53:29.054,9.028,TCP  ,10012_211,56749,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2267.0
2017-03-16 06:53:36.337,9.329,TCP  ,EXT_SERVER,22,10054_208,36404.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:53:36.337,9.329,TCP  ,10054_208,36404,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2267.0
2017-03-16 06:53:37.772,9.323,TCP  ,EXT_SERVER,22,10012_211,60165.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:53:37.772,9.323,TCP  ,10012_211,60165,EXT_SERVER,22.0,18,    2319,1,.AP.SF,0,suspicious,---,---,---,2319.0
2017-03-16 06:53:45.349,9.875,TCP  ,EXT_SERVER,22,10054_208,44824.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:53:45.349,9.875,TCP  ,10054_208,44824,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2267.0
2017-03-16 06:53:46.786,9.517,TCP  ,EXT_SERVER,22,10012_211,38658.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-16 06:53:46.786,9.517,TCP  ,10012_211,38658,EXT_SERVER,22.0,20,    2423,1,.AP.SF,0,suspicious,---,---,---,2423.0
2017-03-16 06:53:54.889,9.297,TCP  ,EXT_SERVER,22,10054_208,53521.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
